weapon_name,wiki_title,wiki_url,confidence,notes
Macro plasma incinerator,,,needs_check,not in report anchor set; resolve via live wiki API
Macro-scalpel,,,needs_check,not in report anchor set; resolve via live wiki API
Macrostubber,,,needs_check,not in report anchor set; resolve via live wiki API
Magma cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Magma cutter,,,needs_check,not in report anchor set; resolve via live wiki API
Magma cutters,,,needs_check,not in report anchor set; resolve via live wiki API
Magna-coil autocannon,Autocannon,https://warhammer40k.fandom.com/wiki/Autocannon,base_fallback,stripped prefix: magna-coil
Magna-coil rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Magna-melta cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Magna-rail cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Magna-rail rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Magnarail lance,,,needs_check,not in report anchor set; resolve via live wiki API
Magus stave,,,needs_check,not in report anchor set; resolve via live wiki API
Makari’s stabba,,,needs_check,not in report anchor set; resolve via live wiki API
Malcador battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Malcador twin lascannon,,,needs_check,not in report anchor set; resolve via live wiki API
Malefic Curse,,,skip,psychic power / structural / limb profile
Malefic lash,,,needs_check,not in report anchor set; resolve via live wiki API
Malleus Argyrum,Malleus Argyrum,https://warhammer40k.fandom.com/wiki/Malleus_Argyrum,verified,named/relic article
Malleus Noctum,,,needs_check,not in report anchor set; resolve via live wiki API
Malleus rocket launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Manipulator arms,,,needs_check,not in report anchor set; resolve via live wiki API
Manipulator limbs,,,needs_check,not in report anchor set; resolve via live wiki API
Manreaper,,,no_match,report: no standalone Fandom article
Marauder nose autocannons,,,needs_check,not in report anchor set; resolve via live wiki API
Marksman bolt carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Marotter,,,needs_check,not in report anchor set; resolve via live wiki API
Mass gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Mass hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Massive crushing claws,,,needs_check,not in report anchor set; resolve via live wiki API
Massive scything sickle-talons,,,needs_check,not in report anchor set; resolve via live wiki API
Massive scything talons,,,needs_check,not in report anchor set; resolve via live wiki API
Massive toxic lashes,,,needs_check,not in report anchor set; resolve via live wiki API
Master-crafted bolt carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Master-crafted bolt rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Master-crafted bolter,Bolter,https://warhammer40k.fandom.com/wiki/Bolter,base_fallback,stripped qualifier: master-crafted
Master-crafted boltgun,Bolter,https://warhammer40k.fandom.com/wiki/Bolter,base_fallback,stripped qualifier: master-crafted
Master-crafted chainsword,Chainsword,https://warhammer40k.fandom.com/wiki/Chainsword,base_fallback,stripped qualifier: master-crafted
Master-crafted heavy bolt pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Master-crafted heavy bolt rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Master-crafted heavy bolter,Heavy Bolter,https://warhammer40k.fandom.com/wiki/Heavy_Bolter,base_fallback,stripped qualifier: master-crafted
Master-crafted multi-melta,Multi-Melta,https://warhammer40k.fandom.com/wiki/Multi-Melta,base_fallback,stripped qualifier: master-crafted
Master-crafted plasma cannon,Plasma Cannon,https://warhammer40k.fandom.com/wiki/Plasma_Cannon,base_fallback,stripped qualifier: master-crafted
Master-crafted power sword,Power Sword,https://warhammer40k.fandom.com/wiki/Power_Sword,base_fallback,stripped qualifier: master-crafted
Master-crafted power weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Master-crafted scoped bolt carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Master-crafted special issue bolt pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Master-crafted storm bolter,Storm Bolter,https://warhammer40k.fandom.com/wiki/Storm_Bolter,base_fallback,stripped qualifier: master-crafted
Maugetar,,,needs_check,not in report anchor set; resolve via live wiki API
Mauler chainblade,,,needs_check,not in report anchor set; resolve via live wiki API
Mauler goad and ripper claw,,,needs_check,not in report anchor set; resolve via live wiki API
Maulerfiend fists,,,needs_check,not in report anchor set; resolve via live wiki API
Mawloc scything talons,,,needs_check,not in report anchor set; resolve via live wiki API
Mechadendrite hive,,,needs_check,not in report anchor set; resolve via live wiki API
Mechanical bite,,,needs_check,not in report anchor set; resolve via live wiki API
Mechanicus pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Medical scalpels,,,needs_check,not in report anchor set; resolve via live wiki API
Medusa siege cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Medusan Manipuli,,,needs_check,not in report anchor set; resolve via live wiki API
Mega-choppa,,,needs_check,not in report anchor set; resolve via live wiki API
Mega-tank weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Mek speshul,,,needs_check,not in report anchor set; resolve via live wiki API
Melta array,,,needs_check,not in report anchor set; resolve via live wiki API
Melta blast-gun,,,needs_check,not in report anchor set; resolve via live wiki API
Melta cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Melta carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Melta destroyer,,,needs_check,not in report anchor set; resolve via live wiki API
Melta missile array,,,needs_check,not in report anchor set; resolve via live wiki API
Melta rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Melta tendril,,,needs_check,not in report anchor set; resolve via live wiki API
Melta-cutter drill,,,needs_check,not in report anchor set; resolve via live wiki API
Meltagun,Meltagun,https://warhammer40k.fandom.com/wiki/Meltagun,verified,base article
Metamorph mutations,,,skip,psychic power / structural / limb profile
Miasmic gouts,,,needs_check,not in report anchor set; resolve via live wiki API
Militarum Multi-laser,Multi-laser,https://warhammer40k.fandom.com/wiki/Multi-laser,base_fallback,stripped prefix: militarum
Mind Assault,,,needs_check,not in report anchor set; resolve via live wiki API
Mind War,,,skip,psychic power / structural / limb profile
Mind Wipe,,,needs_check,not in report anchor set; resolve via live wiki API
Mind Wrench,,,needs_check,not in report anchor set; resolve via live wiki API
Mining laser,,,needs_check,not in report anchor set; resolve via live wiki API
Ministorum flamer,Flamer,https://warhammer40k.fandom.com/wiki/Flamer,base_fallback,stripped prefix: ministorum
Ministorum hand flamer,,,needs_check,not in report anchor set; resolve via live wiki API
Ministorum heavy flamer,Heavy Flamer,https://warhammer40k.fandom.com/wiki/Heavy_Flamer,base_fallback,stripped prefix: ministorum
Minotaur twin earthshaker cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Mirrorswords,,,needs_check,not in report anchor set; resolve via live wiki API
Misericordia,Misericordia,https://warhammer40k.fandom.com/wiki/Misericordia,verified,named/relic article
Missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Missile pod,,,needs_check,not in report anchor set; resolve via live wiki API
Miststave,,,needs_check,not in report anchor set; resolve via live wiki API
Mk 1 assault weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Mkoll’s straight silver knife,,,needs_check,not in report anchor set; resolve via live wiki API
Mole grenade launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Monomolecular cane-rapier,,,needs_check,not in report anchor set; resolve via live wiki API
Monomolecular rapier,,,needs_check,not in report anchor set; resolve via live wiki API
Monstrous bonesword and lash whip,,,needs_check,not in report anchor set; resolve via live wiki API
Monstrous rending claws,,,needs_check,not in report anchor set; resolve via live wiki API
Monstrous scything talons,,,needs_check,not in report anchor set; resolve via live wiki API
Monstrous weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Moonfang,,,needs_check,not in report anchor set; resolve via live wiki API
Mori quake cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Morkai bolt pistol,Bolt Pistol,https://warhammer40k.fandom.com/wiki/Bolt_Pistol,base_fallback,stripped prefix: morkai
Morkai combat knife,,,needs_check,not in report anchor set; resolve via live wiki API
Mork’s Roar,,,needs_check,not in report anchor set; resolve via live wiki API
Mork’s Teeth,,,needs_check,not in report anchor set; resolve via live wiki API
Mortar,,,needs_check,not in report anchor set; resolve via live wiki API
Mortifier flamer,Flamer,https://warhammer40k.fandom.com/wiki/Flamer,base_fallback,stripped prefix: mortifier
Multi-laser,Multi-laser,https://warhammer40k.fandom.com/wiki/Multi-laser,verified,base article
Multi-melta,Multi-Melta,https://warhammer40k.fandom.com/wiki/Multi-Melta,verified,base article
Multiple rocket launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Multiple rocket pod,,,needs_check,not in report anchor set; resolve via live wiki API
Murderclaws,,,needs_check,not in report anchor set; resolve via live wiki API
Mutalith claws,,,needs_check,not in report anchor set; resolve via live wiki API
Mutations,,,skip,psychic power / structural / limb profile
Mystic stave,,,needs_check,not in report anchor set; resolve via live wiki API
Navis heavy shotgun,,,needs_check,not in report anchor set; resolve via live wiki API
Navis las-volley,,,needs_check,not in report anchor set; resolve via live wiki API
Navis shotgun,,,needs_check,not in report anchor set; resolve via live wiki API
Negotiator pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis daemon greathammer,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis daemon hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis doomglaive,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis feet,,,skip,psychic power / structural / limb profile
Nemesis flail,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis force sword,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis force weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis greatsword,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis mace,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis quake cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Nemesis volcano cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Neo-volkite pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Neophyte firearm,,,needs_check,not in report anchor set; resolve via live wiki API
Nephilim lascannons,Lascannon,https://warhammer40k.fandom.com/wiki/Lascannon,base_fallback,stripped prefix: nephilim
Neural shredder,,,needs_check,not in report anchor set; resolve via live wiki API
Neural whips,,,needs_check,not in report anchor set; resolve via live wiki API
Neuro disruptor,,,needs_check,not in report anchor set; resolve via live wiki API
Neurotyrant claws and lashes,,,needs_check,not in report anchor set; resolve via live wiki API
Neutron blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Neutron fusil,,,needs_check,not in report anchor set; resolve via live wiki API
Neutron grenade launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Neutron laser,,,needs_check,not in report anchor set; resolve via live wiki API
Neutron rail rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Nexus missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Nose drill,,,needs_check,not in report anchor set; resolve via live wiki API
Nostraman chainblade,,,needs_check,not in report anchor set; resolve via live wiki API
Nostraman chainglaive,,,needs_check,not in report anchor set; resolve via live wiki API
Novitiate melee weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Null mace,,,needs_check,not in report anchor set; resolve via live wiki API
Nurgling’s claws and teeth,,,skip,psychic power / structural / limb profile
Occulus bolt carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Ogryn plague claws,,,needs_check,not in report anchor set; resolve via live wiki API
Ogryn power drill,,,needs_check,not in report anchor set; resolve via live wiki API
Ogryn weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Ogryn weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Old One Eye’s claws and talons,,,needs_check,not in report anchor set; resolve via live wiki API
Omega plasma array,,,needs_check,not in report anchor set; resolve via live wiki API
Omega-pattern plasma blastgun,,,needs_check,not in report anchor set; resolve via live wiki API
Omnissian axe,,,needs_check,not in report anchor set; resolve via live wiki API
Omnissian power axe,Power Axe,https://warhammer40k.fandom.com/wiki/Power_Axe,base_fallback,stripped prefix: omnissian
Omnissian staff,,,needs_check,not in report anchor set; resolve via live wiki API
Onslaught gatling cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Ophydian hyperphase weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Oppressor cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Ossefactor,,,needs_check,not in report anchor set; resolve via live wiki API
Overlord's blade,,,needs_check,not in report anchor set; resolve via live wiki API
Overlord’s blade,,,needs_check,not in report anchor set; resolve via live wiki API
Pain sculptors,,,needs_check,not in report anchor set; resolve via live wiki API
Paired Hekatarii blades,,,needs_check,not in report anchor set; resolve via live wiki API
Paired accursed weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Paired combat blades,,,needs_check,not in report anchor set; resolve via live wiki API
Paired manglers,,,needs_check,not in report anchor set; resolve via live wiki API
Paired master-crafted power weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Paired monstrous weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Palatine blade,,,needs_check,not in report anchor set; resolve via live wiki API
Pandaemonic Delusion,,,needs_check,not in report anchor set; resolve via live wiki API
Paragon grenade launchers,,,needs_check,not in report anchor set; resolve via live wiki API
Paragon missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Paragon sabre,,,needs_check,not in report anchor set; resolve via live wiki API
Paragon storm bolters,Storm Bolter,https://warhammer40k.fandom.com/wiki/Storm_Bolter,base_fallback,stripped prefix: paragon
Paragon war blade,,,needs_check,not in report anchor set; resolve via live wiki API
Paragon war mace,,,needs_check,not in report anchor set; resolve via live wiki API
Particle beamer,,,needs_check,not in report anchor set; resolve via live wiki API
Particle caster,,,needs_check,not in report anchor set; resolve via live wiki API
Particle shredder,,,needs_check,not in report anchor set; resolve via live wiki API
Particle whip,,,needs_check,not in report anchor set; resolve via live wiki API
Patriarch’s claws,,,needs_check,not in report anchor set; resolve via live wiki API
Pavane of Slaanesh,,,skip,psychic power / structural / limb profile
Payback,,,needs_check,not in report anchor set; resolve via live wiki API
Penitent buzz-blade,,,needs_check,not in report anchor set; resolve via live wiki API
Penitent eviscerator,Eviscerator,https://warhammer40k.fandom.com/wiki/Eviscerator,base_fallback,stripped prefix: penitent
Penitent flail,,,needs_check,not in report anchor set; resolve via live wiki API
Penitent flamers,Flamer,https://warhammer40k.fandom.com/wiki/Flamer,base_fallback,stripped prefix: penitent
Perdition Pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Phantasmagoria,,,needs_check,not in report anchor set; resolve via live wiki API
Phantom feet,,,skip,psychic power / structural / limb profile
Phantom pulsar,,,needs_check,not in report anchor set; resolve via live wiki API
Phantom starcannon,,,needs_check,not in report anchor set; resolve via live wiki API
Phase sword and poison blades,,,needs_check,not in report anchor set; resolve via live wiki API
Phased ion gun,,,needs_check,not in report anchor set; resolve via live wiki API
Phased plasma-flamer,,,needs_check,not in report anchor set; resolve via live wiki API
Phased plasma-fusil,,,needs_check,not in report anchor set; resolve via live wiki API
Phlegm bombardment,,,needs_check,not in report anchor set; resolve via live wiki API
Phoenix missile array,,,needs_check,not in report anchor set; resolve via live wiki API
Phoenix power spear,,,needs_check,not in report anchor set; resolve via live wiki API
Phoenix pulse laser,,,needs_check,not in report anchor set; resolve via live wiki API
Phosphor blast carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Phosphor blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Phosphor pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Phosphor serpenta,,,needs_check,not in report anchor set; resolve via live wiki API
Phosphor torch,,,needs_check,not in report anchor set; resolve via live wiki API
Piercing claws and talons,,,needs_check,not in report anchor set; resolve via live wiki API
Pink claws,,,needs_check,not in report anchor set; resolve via live wiki API
Pintle-mounted heavy stubber,Heavy Stubber,https://warhammer40k.fandom.com/wiki/Heavy_Stubber,base_fallback,stripped prefix: pintle-mounted
Piranha burst cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Piranha fusion blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Plague Wind,,,needs_check,not in report anchor set; resolve via live wiki API
Plague belcher,,,needs_check,not in report anchor set; resolve via live wiki API
Plague bolt pistol,Bolt Pistol,https://warhammer40k.fandom.com/wiki/Bolt_Pistol,base_fallback,stripped prefix: plague
Plague combi-bolter,,,needs_check,not in report anchor set; resolve via live wiki API
Plague fist,,,needs_check,not in report anchor set; resolve via live wiki API
Plague flail,,,needs_check,not in report anchor set; resolve via live wiki API
Plague knife,,,needs_check,not in report anchor set; resolve via live wiki API
Plague knives,,,needs_check,not in report anchor set; resolve via live wiki API
Plague probe,,,needs_check,not in report anchor set; resolve via live wiki API
Plague spewer,,,needs_check,not in report anchor set; resolve via live wiki API
Plague sprayer,,,needs_check,not in report anchor set; resolve via live wiki API
Plague-encrusted exalted weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Plagueburst mortar,,,needs_check,not in report anchor set; resolve via live wiki API
Plaguespitter,,,needs_check,not in report anchor set; resolve via live wiki API
Plaguespurt gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Plaguesword,,,needs_check,not in report anchor set; resolve via live wiki API
Plaguesword and distended maw,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma blade gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma caliver,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma cannon,Plasma Cannon,https://warhammer40k.fandom.com/wiki/Plasma_Cannon,verified,base article
Plasma carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma cutter,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma decimator,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma destroyer,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma eradicator,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma executor,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma exterminators,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma gun,Plasma Gun,https://warhammer40k.fandom.com/wiki/Plasma_Gun,verified,base article
Plasma incinerator,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma knife,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma obliterator,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma picks,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma pistol,Plasma Pistol,https://warhammer40k.fandom.com/wiki/Plasma_Pistol,verified,base article
Plasma rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma storm battery,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma sword,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma talon,,,needs_check,not in report anchor set; resolve via live wiki API
Plasma torch,,,needs_check,not in report anchor set; resolve via live wiki API
Plasmic lance,,,needs_check,not in report anchor set; resolve via live wiki API
Portal of exile,,,needs_check,not in report anchor set; resolve via live wiki API
Power blade,,,needs_check,not in report anchor set; resolve via live wiki API
Power claw,,,needs_check,not in report anchor set; resolve via live wiki API
Power fist,Power Fist,https://warhammer40k.fandom.com/wiki/Power_Fist,verified,base article
Power fists,Power Fist,https://warhammer40k.fandom.com/wiki/Power_Fist,verified,base article
Power glaive,,,needs_check,not in report anchor set; resolve via live wiki API
Power klaw,Power Klaw,https://warhammer40k.fandom.com/wiki/Power_Klaw,verified,base article
Power maul,Power Maul,https://warhammer40k.fandom.com/wiki/Power_Maul,verified,base article
Power sabre,,,needs_check,not in report anchor set; resolve via live wiki API
Power scourge,,,needs_check,not in report anchor set; resolve via live wiki API
Power sledgehammer,,,needs_check,not in report anchor set; resolve via live wiki API
Power snappa,,,needs_check,not in report anchor set; resolve via live wiki API
Power stabba,,,needs_check,not in report anchor set; resolve via live wiki API
Power sword,Power Sword,https://warhammer40k.fandom.com/wiki/Power_Sword,verified,base article
Power sword and Manus Mortis,,,needs_check,not in report anchor set; resolve via live wiki API
Power sword and neuro gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Power weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Powerblade array,,,needs_check,not in report anchor set; resolve via live wiki API
Powerblades,,,needs_check,not in report anchor set; resolve via live wiki API
Powerful limbs,,,needs_check,not in report anchor set; resolve via live wiki API
Powerlifter,,,needs_check,not in report anchor set; resolve via live wiki API
Pox Rider plaguesword,,,needs_check,not in report anchor set; resolve via live wiki API
Praetor launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Predator autocannon,Autocannon,https://warhammer40k.fandom.com/wiki/Autocannon,base_fallback,stripped prefix: predator
Predator twin lascannon,,,needs_check,not in report anchor set; resolve via live wiki API
Prefectus heavy stubber,Heavy Stubber,https://warhammer40k.fandom.com/wiki/Heavy_Stubber,base_fallback,stripped prefix: prefectus
Primaris Icarus lascannon,,,needs_check,not in report anchor set; resolve via live wiki API
Primaris Icarus quad lascannon,,,needs_check,not in report anchor set; resolve via live wiki API
Primaris Redoubt turbo-laser destructor,,,needs_check,not in report anchor set; resolve via live wiki API
Primaris air defence missiles,,,needs_check,not in report anchor set; resolve via live wiki API
Primaris castellan launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Primaris quad-gun,,,needs_check,not in report anchor set; resolve via live wiki API
Primaris vengeance launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Prime claws and talons,,,needs_check,not in report anchor set; resolve via live wiki API
Prime talons,,,needs_check,not in report anchor set; resolve via live wiki API
Princess’ jaws,,,needs_check,not in report anchor set; resolve via live wiki API
Prism cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Prism rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Prismatic cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Prosperine khopesh,,,needs_check,not in report anchor set; resolve via live wiki API
Prow blade,,,needs_check,not in report anchor set; resolve via live wiki API
Psilencer,,,needs_check,not in report anchor set; resolve via live wiki API
Psionic Cascade,,,needs_check,not in report anchor set; resolve via live wiki API
Psycannon,,,needs_check,not in report anchor set; resolve via live wiki API
Psychic Blast,,,skip,psychic power / structural / limb profile
Psychic Cleanse,,,skip,psychic power / structural / limb profile
Psychic Maelstrom,,,skip,psychic power / structural / limb profile
Psychic Shock Wave,,,skip,psychic power / structural / limb profile
Psychic Strike,,,skip,psychic power / structural / limb profile
Psychic Tempest,,,skip,psychic power / structural / limb profile
Psychic Tendril,,,skip,psychic power / structural / limb profile
Psychic overload,,,skip,psychic power / structural / limb profile
Psychic scream,,,skip,psychic power / structural / limb profile
Psychoclastic torrent,,,needs_check,not in report anchor set; resolve via live wiki API
Psyko-gatler,,,needs_check,not in report anchor set; resolve via live wiki API
Psytronome shaper,,,needs_check,not in report anchor set; resolve via live wiki API
Pteraxii talons,,,needs_check,not in report anchor set; resolve via live wiki API
Pulse blast cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Pulse blaster,Pulse Blaster,https://warhammer40k.fandom.com/wiki/Pulse_Blaster,verified,base article
Pulse carbine,Pulse Carbine,https://warhammer40k.fandom.com/wiki/Pulse_Carbine,verified,base article
Pulse disintegrators,,,needs_check,not in report anchor set; resolve via live wiki API
Pulse driver cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Pulse laser,,,needs_check,not in report anchor set; resolve via live wiki API
Pulse ordnance driver,,,needs_check,not in report anchor set; resolve via live wiki API
Pulse pistol,Pulse Pistol,https://warhammer40k.fandom.com/wiki/Pulse_Pistol,verified,base article
Pulse rifle,Pulse Rifle,https://warhammer40k.fandom.com/wiki/Pulse_Rifle,verified,base article
Pulse submunitions cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Pulveriser cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Punisher gatling cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Punisher rotary cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Purifying Flame,,,needs_check,not in report anchor set; resolve via live wiki API
Putrid appendages,,,needs_check,not in report anchor set; resolve via live wiki API
Putrid vomit,,,needs_check,not in report anchor set; resolve via live wiki API
Pyraflux magma cutters,,,needs_check,not in report anchor set; resolve via live wiki API
Pyre pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Pyreblaster,,,needs_check,not in report anchor set; resolve via live wiki API
Pyrecannon,,,needs_check,not in report anchor set; resolve via live wiki API
Pyreflux meltagun,Meltagun,https://warhammer40k.fandom.com/wiki/Meltagun,base_fallback,stripped prefix: pyreflux
Pyrithite spear,,,needs_check,not in report anchor set; resolve via live wiki API
Quad heavy bolter,Heavy Bolter,https://warhammer40k.fandom.com/wiki/Heavy_Bolter,base_fallback,stripped prefix: quad
Quad ion turret,,,needs_check,not in report anchor set; resolve via live wiki API
Quad lascannon,Lascannon,https://warhammer40k.fandom.com/wiki/Lascannon,base_fallback,stripped prefix: quad
Quad launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Quad-gun,,,needs_check,not in report anchor set; resolve via live wiki API
Quad-lascannon,,,needs_check,not in report anchor set; resolve via live wiki API
Quake cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Quartermaster’s close combat weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Quartermaster’s pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Questoris heavy stubber,Heavy Stubber,https://warhammer40k.fandom.com/wiki/Heavy_Stubber,base_fallback,stripped prefix: questoris
Questoris multi-laser,Multi-laser,https://warhammer40k.fandom.com/wiki/Multi-laser,base_fallback,stripped prefix: questoris
Quietus,,,needs_check,not in report anchor set; resolve via live wiki API
Rack of rokkits,,,needs_check,not in report anchor set; resolve via live wiki API
Rad cleanser,,,needs_check,not in report anchor set; resolve via live wiki API
Radium carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Radium jezzail,,,needs_check,not in report anchor set; resolve via live wiki API
Rail rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Railgun,,,needs_check,not in report anchor set; resolve via live wiki API
Ramshackle hull,,,skip,psychic power / structural / limb profile
Ranger long rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Rapid-fire battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Rapture lash,,,needs_check,not in report anchor set; resolve via live wiki API
Rattler kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Ravaging claws,,,needs_check,not in report anchor set; resolve via live wiki API
Ravener claws and talons,,,needs_check,not in report anchor set; resolve via live wiki API
Ravener heavy claws and talons,,,needs_check,not in report anchor set; resolve via live wiki API
Ravenous maw,,,needs_check,not in report anchor set; resolve via live wiki API
Rawne’s lascarbine,,,needs_check,not in report anchor set; resolve via live wiki API
Razor fan,,,needs_check,not in report anchor set; resolve via live wiki API
Razorflail,,,needs_check,not in report anchor set; resolve via live wiki API
Razorwing feathers,,,needs_check,not in report anchor set; resolve via live wiki API
Razorwing missiles,,,needs_check,not in report anchor set; resolve via live wiki API
Reanimator’s claws,,,needs_check,not in report anchor set; resolve via live wiki API
Reaper autocannon,Autocannon,https://warhammer40k.fandom.com/wiki/Autocannon,base_fallback,stripped prefix: reaper
Reaper chain-cleaver,,,needs_check,not in report anchor set; resolve via live wiki API
Reaper chaincannon,,,needs_check,not in report anchor set; resolve via live wiki API
Reaper chainfist,Chainfist,https://warhammer40k.fandom.com/wiki/Chainfist,base_fallback,stripped prefix: reaper
Reaper chainsword,Chainsword,https://warhammer40k.fandom.com/wiki/Chainsword,base_fallback,stripped prefix: reaper
Reaper chaintalon,,,needs_check,not in report anchor set; resolve via live wiki API
Reaper launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Reaver apocalypse launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Reaver feet,,,skip,psychic power / structural / limb profile
Reaver gatling blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Reaver laser blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Reaver melta cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Reaver power fist,Power Fist,https://warhammer40k.fandom.com/wiki/Power_Fist,base_fallback,stripped prefix: reaver
Reaver volcano cannon,,,needs_check,not in report anchor set; resolve via live wiki API
